ensembl_gene_id,percentage_gene_gc_content,external_gene_name,entrezgene_id
ENSG00000242052,53.28,RPL10P7,
ENSG00000241233,59.58,KRTAP5-8,57830
ENSG00000248506,50.91,TUBAP10,
ENSG00000254997,55.42,KRTAP5-9,3846
ENSG00000267346,52.81,EIF5AP3,
ENSG00000175832,50.23,ETV4,2118
ENSG00000121577,43.20,POPDC2,64091
ENSG00000286948,48.11,AP000867.5,
ENSG00000267044,53.40,AC005757.1,
ENSG00000248565,55.93,TECRP2,
ENSG00000204572,59.59,KRTAP5-10,387273
ENSG00000179846,61.40,NKPD1,284353
ENSG00000248903,59.61,AP000867.1,
ENSG00000261083,35.10,LINC02516,101927087
ENSG00000204571,47.21,KRTAP5-11,440051
ENSG00000212374,34.38,RNU6-401P,
ENSG00000261665,50.96,TUBAP4,
ENSG00000007255,56.86,TRAPPC6A,79090
ENSG00000200444,35.16,RNU6-1339P,
ENSG00000274128,30.88,AC027807.2,
ENSG00000249387,58.68,KRTAP5-14P,
ENSG00000184055,49.19,OR7E87P,
ENSG00000259609,37.48,AC027807.1,
ENSG00000255562,58.65,UNC93B6,
ENSG00000151458,35.15,ANKRD50,57182
ENSG00000259404,38.06,EFL1P1,
ENSG00000255261,47.78,OR7E4P,
ENSG00000223224,48.84,SNORD71,692111
ENSG00000283057,55.60,AC010653.3,
ENSG00000255415,60.74,AP000867.3,
ENSG00000262140,46.18,AC010653.1,
ENSG00000284625,71.23,AP000867.4,
ENSG00000224470,47.19,ATXN1L,342371
ENSG00000239481,39.07,RPS3AP41,
ENSG00000248671,45.85,ALG1L9P,285407
ENSG00000196159,34.64,FAT4,79633
ENSG00000280038,54.54,DNM1P41,
ENSG00000259694,52.11,AC136698.1,
ENSG00000138495,41.28,COX17,10063
ENSG00000259511,46.76,UBE2Q2L,
ENSG00000182149,45.18,IST1,9798
ENSG00000259726,58.00,CSPG4P11,
ENSG00000254805,59.51,SNRPCP14,
ENSG00000189114,50.26,BLOC1S3,388552
ENSG00000254972,44.07,AP003498.1,
ENSG00000225151,45.65,GOLGA2P7,
ENSG00000286584,35.53,AC023494.1,
ENSG00000255319,45.89,ENPP7P8,
ENSG00000183833,38.23,CFAP91,89876
ENSG00000283632,52.57,EXOC3L2,90332
ENSG00000285933,46.78,AP003498.2,
ENSG00000158483,52.96,FAM86C1P,
ENSG00000104879,53.01,CKM,1158
ENSG00000254978,52.88,ALG1L9P,
ENSG00000214534,36.63,ZNF705E,100131539
ENSG00000166986,49.33,MARS1,4141
ENSG00000242675,53.86,RPS16P9,
ENSG00000184276,37.57,DEFB108B,245911
ENSG00000201297,44.14,Y_RNA,
ENSG00000283550,16.33,MIR2054,100302267
ENSG00000250149,35.05,AC104664.1,
ENSG00000252902,34.00,RNA5SP342,
ENSG00000255157,35.79,DEFB130C,
ENSG00000104892,55.18,KLC3,147700
ENSG00000278109,49.65,Metazoa_SRP,
ENSG00000251436,44.98,NUP58P1,
ENSG00000005102,51.60,MEOX1,4222
ENSG00000254469,42.83,AP002495.1,100133315
ENSG00000249555,43.95,TMEM248P1,
ENSG00000271723,46.99,MROH7-TTC4,
ENSG00000251649,35.45,LINC02379,101927109
ENSG00000278422,49.80,RN7SL331P,
ENSG00000184206,48.06,GOLGA6L4,643707
ENSG00000251005,44.71,H3P15,
ENSG00000286251,35.48,AC097528.1,
ENSG00000223620,39.04,RBM48P1,
ENSG00000259633,39.22,UBE2Q2P8,
ENSG00000199862,38.94,Y_RNA,
ENSG00000267440,50.32,LINC02594,
ENSG00000250945,38.71,AC096773.1,
ENSG00000259683,54.93,AC243562.2,
ENSG00000248491,37.00,AC093772.1,
ENSG00000267253,44.14,WHSC1L2P,
ENSG00000167941,55.36,SOST,50964
ENSG00000244056,50.94,RN7SL417P,
ENSG00000259570,60.12,AC243562.1,
ENSG00000235370,57.08,DNM1P51,
ENSG00000287101,36.56,AC093772.2,
ENSG00000248209,45.37,AC097462.1,
ENSG00000249795,42.41,AC097462.2,
ENSG00000225805,33.75,DEFB131B,100129216
ENSG00000287021,39.02,AC097462.3,
ENSG00000272887,57.22,CSPG4P5,
ENSG00000228915,48.44,OR7E128P,
ENSG00000259538,42.72,UBE2Q2P11,
ENSG00000108861,50.90,DUSP3,1845
ENSG00000254593,49.44,OR7E126P,
ENSG00000259774,52.59,AC243562.3,103171574
ENSG00000164066,37.11,INTU,27152
ENSG00000137522,42.62,RNF121,55298
ENSG00000278785,49.80,Metazoa_SRP,
ENSG00000197627,42.64,UBE2Q2P12,
ENSG00000259551,52.15,AC048382.4,
ENSG00000259302,72.73,AC048382.3,
ENSG00000230373,49.46,GOLGA6L5P,642402
ENSG00000243725,42.02,TTC4,7268
ENSG00000231256,43.57,CFAP97D1,284067
ENSG00000019582,53.10,CD74,972
ENSG00000162396,49.79,PARS2,25973
ENSG00000267604,42.63,AC003098.1,
ENSG00000104884,56.56,ERCC2,2068
ENSG00000259244,41.75,AC048382.2,
ENSG00000161647,48.95,MPP3,4356
ENSG00000189136,39.14,UBE2Q2P1,388165
ENSG00000006555,52.34,TTC22,55001
ENSG00000184887,64.36,BTBD6,90135
ENSG00000240499,36.99,AC004594.1,
ENSG00000285585,39.77,AC069444.2,
ENSG00000239994,38.30,AC069444.1,
ENSG00000144852,46.33,NR1I2,8856
ENSG00000179364,57.40,PACS2,23241
ENSG00000237453,47.25,AC096536.1,
ENSG00000162398,47.08,LEXM,163747
ENSG00000225795,50.86,AC006463.1,
ENSG00000235459,52.01,RPS26P31,
ENSG00000188050,40.27,RNF133,168433
ENSG00000259728,44.24,LINC00933,100506874
ENSG00000151475,36.58,SLC25A31,83447
ENSG00000235631,41.35,RNF148,378925
ENSG00000286331,56.12,AC011388.1,
ENSG00000116133,47.67,DHCR24,1718
ENSG00000227573,58.15,AC004986.1,
ENSG00000164587,48.30,RPS14,6208
ENSG00000275120,48.36,AC048382.5,
ENSG00000128519,42.23,TAS2R16,50833
ENSG00000226680,36.04,AC073311.1,
ENSG00000255296,45.19,AP002490.2,
ENSG00000164070,35.40,HSPA4L,22824
ENSG00000081800,35.73,SLC13A1,6561
ENSG00000176371,48.03,ZSCAN2,54993
ENSG00000137496,57.10,IL18BP,10068
ENSG00000254333,50.59,NDST1-AS1,102546298
ENSG00000070614,52.04,NDST1,3340
ENSG00000240471,52.14,PHBP8,
ENSG00000082701,37.20,GSK3B,2932
ENSG00000161649,52.70,CD300LG,146894
ENSG00000223595,41.80,LYPLA1P1,
ENSG00000164675,36.64,IQUB,154865
ENSG00000256278,44.13,AC048382.1,
ENSG00000171992,52.53,SYNPO,11346
ENSG00000276278,48.90,AC048382.6,
ENSG00000176700,47.82,SCAND2P,
ENSG00000284152,52.38,MIR6758,102465454
ENSG00000175197,51.55,DDIT3,1649
ENSG00000253852,50.06,AC011383.1,
ENSG00000287724,42.30,AC096536.3,
ENSG00000108852,52.29,MPP2,4355
ENSG00000286657,56.73,AC008453.2,
ENSG00000242396,65.93,AC096536.2,
ENSG00000233203,47.36,DHCR24-DT,
ENSG00000164591,49.08,MYOZ3,91977
ENSG00000284601,50.53,AL590440.2,105378736
ENSG00000143001,53.31,TMEM61,199964
ENSG00000102984,45.90,ZNF821,55565
ENSG00000233271,52.61,AL590440.1,
ENSG00000162399,51.71,BSND,7809
ENSG00000137497,46.62,NUMA1,4926
ENSG00000285133,50.13,AC022506.1,
ENSG00000208028,40.21,MIR616,693201
ENSG00000104881,53.45,PPP1R13L,10848
ENSG00000254779,57.74,EGLN1P1,
ENSG00000166987,57.85,MBD6,114785
ENSG00000169174,55.52,PCSK9,255738
ENSG00000177082,48.66,WDR73,84942
ENSG00000282855,44.48,AC093591.3,
ENSG00000250309,57.47,AC008453.1,
ENSG00000244021,43.87,AC093591.1,
ENSG00000086589,43.25,RBM22,55696
ENSG00000261668,37.29,AC093591.2,
ENSG00000142731,36.28,PLK4,10733
ENSG00000232524,33.27,AC073323.1,
ENSG00000207338,40.19,RNU6-296P,
ENSG00000162402,37.85,USP24,23358
ENSG00000128609,35.56,NDUFA5,4698
ENSG00000132912,38.73,DCTN4,51164
ENSG00000279495,51.22,AL928654.4,
ENSG00000242085,49.44,RPS20P33,
ENSG00000226174,55.62,TEX22,647310
ENSG00000175203,48.14,DCTN2,10540
ENSG00000251602,59.49,AL928654.1,100507437
ENSG00000286400,40.32,AC110926.1,
ENSG00000182979,59.42,MTA1,9112
ENSG00000237630,53.85,NIFKP9,
ENSG00000186684,46.11,CYP27C1,339761
ENSG00000117877,53.47,POLR1G,10849
ENSG00000288662,38.18,AC092910.4,
ENSG00000288667,40.27,AC078856.1,
ENSG00000239835,44.91,AC092910.1,
ENSG00000241546,45.11,AC092910.2,
ENSG00000242622,41.62,AC092910.3,
ENSG00000012061,52.10,ERCC1,2067
ENSG00000244308,50.87,RN7SL762P,
ENSG00000244139,52.68,RN7SL397P,
ENSG00000175697,41.05,GPR156,165829
ENSG00000231090,42.96,MIR4422HG,109729135
ENSG00000226789,49.31,WBP11P2,
ENSG00000231095,45.07,GYG1P3,
ENSG00000265822,50.60,MIR4422,100616272
ENSG00000234810,40.57,AL603840.1,
ENSG00000163161,46.18,ERCC3,2071
ENSG00000206721,41.18,Y_RNA,
ENSG00000240882,62.27,AC063952.2,
ENSG00000163428,38.96,LRRC58,116064
ENSG00000231900,48.05,GOT2P1,
ENSG00000232198,35.58,MTCO2P34,
ENSG00000240661,41.34,AC063952.1,
ENSG00000279592,58.78,AC010653.2,
ENSG00000199831,51.68,RN7SKP291,
ENSG00000252162,36.45,RNU6-830P,
ENSG00000272051,44.12,Y_RNA,
ENSG00000233079,38.81,LINC01755,105378738
ENSG00000261765,49.38,AC009127.1,
ENSG00000282950,41.09,AC063952.4,
ENSG00000251821,40.22,RNU6-583P,
ENSG00000277481,43.56,PKD1L3,342372
ENSG00000242613,47.55,AC063952.3,
ENSG00000230250,39.97,LINC01753,105378739
ENSG00000163430,43.79,FSTL1,11167
ENSG00000227104,59.44,PIGQP1,
ENSG00000235612,38.38,AL353681.1,
ENSG00000277578,52.35,Metazoa_SRP,
ENSG00000164073,39.23,MFSD8,256471
ENSG00000197696,56.33,NMB,4828
ENSG00000260971,40.98,AC119674.1,
ENSG00000256235,42.86,SMIM3,85027
ENSG00000146809,36.69,ASB15,142685
ENSG00000237693,37.49,IRGM,345611
ENSG00000140612,42.34,SEC11A,23478
ENSG00000242176,42.58,RPL39P31,
ENSG00000284686,41.40,AC119674.2,
ENSG00000263311,46.02,AC009127.2,
ENSG00000145908,36.58,ZNF300,91975
ENSG00000263232,45.92,ATP5F1AP3,
ENSG00000229871,45.73,RPSAP20,
ENSG00000223956,47.80,LINC01767,105378744
ENSG00000102967,50.04,DHODH,1723
ENSG00000284121,38.71,MIR198,406975
ENSG00000286735,42.86,AC126182.3,
ENSG00000162407,41.42,PLPP3,8613
ENSG00000240774,46.22,AC126182.1,
ENSG00000244441,42.48,AC126182.2,
ENSG00000197083,35.72,ZNF300P1,
ENSG00000230442,37.02,ASB15-AS1,102724555
ENSG00000065518,39.34,NDUFB4,4710
ENSG00000274235,36.86,AC022106.1,
ENSG00000277866,38.44,AC022106.2,
ENSG00000211445,53.03,GPX3,2878
ENSG00000170807,42.42,LMOD2,442721
ENSG00000236776,43.04,RPL21P23,
ENSG00000224980,42.16,RPL23AP85,
ENSG00000106299,35.41,WASL,8976
ENSG00000113924,41.25,HGD,3081
ENSG00000225475,54.61,AC099789.1,
ENSG00000275726,58.82,MIR6088,102464836
ENSG00000162409,36.60,PRKAA2,5563
ENSG00000125740,57.58,FOSB,2354
ENSG00000140830,44.45,TXNL4B,54957
ENSG00000155980,47.94,KIF5A,3798
ENSG00000272686,41.64,WASL-DT,
ENSG00000201104,45.79,RNU6-11P,
ENSG00000228211,36.19,HYAL6P,
ENSG00000106302,39.21,HYAL4,23553
ENSG00000145901,50.01,TNIP1,10318
ENSG00000187889,38.48,FYB2,199920
ENSG00000257017,47.67,HP,3240
ENSG00000106304,36.42,SPAM1,6677
ENSG00000229913,46.33,AL360295.1,
ENSG00000157131,40.56,C8A,731
ENSG00000166908,46.79,PIP4K2C,79837
ENSG00000259654,45.81,AC115102.1,
ENSG00000125744,54.11,RTN2,6253
ENSG00000285667,44.27,AC012291.3,
ENSG00000166716,45.93,ZNF592,9640
ENSG00000144840,38.02,RABL3,285282
ENSG00000286145,38.64,AC068282.1,
ENSG00000169967,38.69,MAP3K2,10746
ENSG00000021852,42.82,C8B,732
ENSG00000257270,64.64,AL928654.2,
ENSG00000182809,69.59,CRIP2,1397
ENSG00000259415,45.47,AC012291.2,
ENSG00000136383,47.94,ALPK3,57538
ENSG00000225583,46.65,AC004690.1,
ENSG00000282199,49.18,AC007993.3,
ENSG00000267496,61.24,FAM215A,23591
ENSG00000241345,39.72,AC004690.2,105375483
ENSG00000267166,51.91,AC007993.1,
ENSG00000267420,49.17,AC007993.2,
ENSG00000234224,52.82,TMEM229A,730130
ENSG00000261514,63.99,LINC01976,
ENSG00000242593,36.28,AC006148.1,
ENSG00000240452,39.58,MTCO1P29,
ENSG00000108849,60.67,PPY,5539
ENSG00000178498,55.60,DTX3,196403
ENSG00000236341,41.52,AL161740.1,
ENSG00000243257,43.39,MTCO2P29,
ENSG00000153767,38.04,GTF2E1,2960
ENSG00000173406,40.83,DAB1,1600
ENSG00000200991,45.76,AC012291.1,
ENSG00000156222,48.91,SLC28A1,9154
ENSG00000131096,48.49,PYY,5697
ENSG00000243574,36.28,AC006148.2,
ENSG00000241324,36.63,AC004930.1,
ENSG00000213371,37.84,NAP1L1P3,
ENSG00000230268,48.72,SSU72P8,
ENSG00000286827,38.10,AC072026.2,
ENSG00000161653,63.44,NAGS,162417
ENSG00000213296,59.75,AC005521.1,
ENSG00000243593,40.05,LINC02049,101926983
ENSG00000287366,37.95,AC072026.3,
ENSG00000207214,37.50,RNU6-102P,
ENSG00000279419,35.74,AC004925.1,
ENSG00000200250,40.19,RNU6-1147P,
ENSG00000236682,44.70,MAP3K2-DT,100506922
ENSG00000240771,57.71,ARHGEF25,115557
ENSG00000145087,36.35,STXBP5L,9515
ENSG00000170775,38.36,GPR37,2861
ENSG00000275356,38.16,C7orf77,
ENSG00000287742,53.79,AC068282.2,
ENSG00000227935,42.97,AL390243.1,
ENSG00000236888,41.94,RPS20P5,
ENSG00000091947,49.94,TMEM101,84336
ENSG00000115718,57.68,PROC,5624
ENSG00000226759,40.55,DAB1-AS1,101926890
ENSG00000128513,34.37,POT1,25913
ENSG00000213889,54.85,PPM1N,147699
ENSG00000229887,46.51,HNRNPA1P6,
ENSG00000223416,52.87,RPS26P15,
ENSG00000235038,43.34,AL445193.2,
ENSG00000221044,50.49,U3,
ENSG00000230546,44.68,AL445193.1,
ENSG00000161654,46.77,LSM12,124801
ENSG00000233216,52.17,AL357373.1,
ENSG00000162600,39.98,OMA1,115209
ENSG00000224713,54.18,AC025165.1,
ENSG00000287908,55.43,AC025165.6,
ENSG00000141349,53.16,G6PC3,92579
ENSG00000213145,68.07,CRIP1,1396
ENSG00000135502,56.69,SLC26A10,
ENSG00000125753,54.67,VASP,7408
ENSG00000264075,74.39,MIR4783,100616187
ENSG00000163166,41.30,IWS1,55677
ENSG00000286918,41.79,AL035411.3,
ENSG00000270209,41.09,AL035411.2,
ENSG00000264128,53.64,RN7SL713P,
ENSG00000184292,58.19,TACSTD2,4070
ENSG00000257341,68.51,AL928654.3,
ENSG00000185839,52.46,AL035411.1,
ENSG00000108840,55.66,HDAC5,10014
ENSG00000162601,37.78,MYSM1,114803
ENSG00000125741,49.78,OPA3,80207
ENSG00000135454,56.64,B4GALNT1,2583
ENSG00000177464,53.00,GPR4,2828
ENSG00000261701,44.90,HPR,3250
ENSG00000125746,52.69,EML2,24139
ENSG00000185347,66.00,TEDC1,283643
ENSG00000286505,52.85,AC087468.2,
ENSG00000207037,42.06,RNU6-339P,
ENSG00000212388,38.32,RNU6-796P,
ENSG00000271044,43.65,AC087468.1,
ENSG00000270782,44.24,AC072026.1,
ENSG00000073417,41.80,PDE8A,5151
ENSG00000264477,59.21,MIR5682,100847043
ENSG00000243813,40.78,AC078857.1,
ENSG00000242103,41.47,AC079841.1,
ENSG00000287022,37.28,AC079841.2,
ENSG00000051341,39.06,POLQ,10721
ENSG00000260252,43.45,AC009087.1,
ENSG00000140829,51.48,DHX38,9785
ENSG00000231731,39.95,AC010976.1,
ENSG00000283445,41.30,AL136985.3,
ENSG00000177606,47.04,JUN,3725
ENSG00000234807,43.07,LINC01135,
ENSG00000272226,46.54,AL136985.2,
ENSG00000231740,41.66,AL136985.1,
ENSG00000232453,43.93,LINC02777,105378753
ENSG00000237352,42.22,LINC01358,
ENSG00000202429,40.11,RNU4-48P,
ENSG00000169994,51.02,MYO7B,4648
ENSG00000242990,60.41,RPL13AP23,
ENSG00000135506,43.99,OS9,10956
ENSG00000242445,54.19,RPL7AP11,
ENSG00000186103,41.36,ARGFX,503582
ENSG00000163833,43.97,FBXO40,51725
ENSG00000228121,53.36,PHBP3,
ENSG00000241042,41.32,AL592431.2,
ENSG00000235215,42.70,AL592431.1,
ENSG00000224609,40.90,HSD52,729467
ENSG00000180353,41.45,HCLS1,3059
ENSG00000270457,31.07,AC093424.1,
ENSG00000267638,54.91,AC023855.1,105371789
ENSG00000212446,41.12,RNU6-131P,
ENSG00000172456,40.30,FGGY,55277
ENSG00000125319,50.23,HROB,78995
ENSG00000118557,43.30,PMFBP1,83449
ENSG00000161664,54.16,ASB16,92591
ENSG00000272789,55.87,AC010976.2,
ENSG00000267080,56.18,ASB16-AS1,339201
ENSG00000072163,56.36,LIMS2,55679
ENSG00000224897,35.91,POT1-AS1,401398
ENSG00000224897,35.91,POT1-AS1,101928283
ENSG00000243544,52.15,RN7SL172P,
ENSG00000222057,39.23,RNU4-62P,
ENSG00000173230,38.07,GOLGB1,2804
ENSG00000168591,52.72,TMUB2,79089
ENSG00000259270,48.60,AC044860.2,
ENSG00000229212,48.51,AC044860.1,
ENSG00000184986,71.52,TMEM121,80757
ENSG00000284544,60.64,MIR330,442902
ENSG00000267757,61.40,EML2-AS1,100287177
ENSG00000230157,57.52,ATP5MC1P1,
ENSG00000234402,59.64,ELK2BP,
ENSG00000241226,53.72,RN7SL836P,
ENSG00000211890,60.69,IGHA2,
ENSG00000010310,54.94,GIPR,2696
ENSG00000259449,39.47,NIFKP8,
ENSG00000087152,59.15,ATXN7L3,56970
ENSG00000259295,55.28,CSPG4P12,440300
ENSG00000211891,65.48,IGHE,
ENSG00000277582,49.80,RN7SL428P,
ENSG00000188388,53.80,GOLGA6L3,100133220
ENSG00000261673,40.86,AC009075.1,
ENSG00000211892,63.60,IGHG4,
ENSG00000261008,37.63,LINC01572,101927957
ENSG00000218052,47.02,ADAMTS7P4,
ENSG00000274172,64.62,MIR8071-1,102465871
ENSG00000211893,63.42,IGHG2,
ENSG00000164074,39.80,ABHD18,80167
ENSG00000186676,47.05,EEF1GP1,
ENSG00000266150,47.14,MIR4711,100616409
ENSG00000226883,39.62,AL035416.1,
ENSG00000134709,34.38,HOOK1,51361
ENSG00000259317,42.63,AC044860.3,
ENSG00000251143,53.16,AP002490.1,100128494
ENSG00000207012,39.24,RNU6-72P,
ENSG00000263742,53.33,MIR3165,100422953
ENSG00000277030,64.62,MIR8071-2,102466889
ENSG00000253364,62.35,COPDA1,
ENSG00000253755,62.85,IGHGP,
ENSG00000284922,48.88,AP000812.4,220074
ENSG00000213140,68.22,ELK2AP,
ENSG00000224899,34.69,LINC02830,
ENSG00000261774,43.85,AC009075.2,
ENSG00000211895,60.69,IGHA1,
ENSG00000170776,39.92,AKAP13,11214
ENSG00000205898,38.50,AC019155.1,
ENSG00000283564,42.11,U6,
ENSG00000260664,35.93,AC004158.1,
ENSG00000259768,39.64,AC004943.2,
ENSG00000219445,37.76,AC019155.2,101928254
ENSG00000253692,65.80,IGHEP1,
ENSG00000213291,47.20,AC010099.1,
ENSG00000257342,43.95,AC025165.2,
ENSG00000211896,63.00,IGHG1,
ENSG00000238731,43.55,RNU7-90P,
ENSG00000135439,57.66,AGAP2,116986
ENSG00000234071,39.12,AC010099.2,
ENSG00000261764,56.29,KRT18P18,
ENSG00000279206,32.33,AC004943.3,
ENSG00000227847,43.70,PPIAP93,
ENSG00000138709,39.10,LARP1B,55132
ENSG00000140836,43.39,ZFHX3,463
ENSG00000197462,38.49,AC003975.1,
ENSG00000241921,35.03,AC000372.1,
ENSG00000134716,39.77,CYP2J2,1573
ENSG00000267394,56.66,AC004596.1,
ENSG00000184154,45.88,LRTOMT,220074
ENSG00000179603,37.50,GRM8,2918
ENSG00000108312,59.52,UBTF,7343
ENSG00000211897,62.97,IGHG3,
ENSG00000270371,51.38,ATP6V1G1P1,
ENSG00000211898,59.36,IGHD,
ENSG00000211899,61.79,IGHM,
ENSG00000207773,54.64,MIR642A,693227
ENSG00000283212,55.84,MIR642B,100500845
ENSG00000173226,36.52,IQCB1,9657
ENSG00000125743,52.25,SNRPD2,6633
ENSG00000265612,63.33,MIR4539,100616374
ENSG00000264024,67.31,MIR4507,100616135
ENSG00000263413,61.54,MIR4538,100616276
ENSG00000264781,64.29,MIR4537,100616422
ENSG00000211900,54.10,IGHJ6,
ENSG00000237111,60.00,IGHJ3P,
ENSG00000242472,65.31,IGHJ5,
ENSG00000265535,50.34,RN7SL475P,
ENSG00000259209,41.29,AC004943.1,
ENSG00000162598,38.38,C1orf87,127795
ENSG00000240041,58.70,IGHJ4,
ENSG00000251868,43.33,RNU7-71P,
ENSG00000255737,66.06,AGAP2-AS1,100130776
ENSG00000279757,49.02,AC132068.1,
ENSG00000242887,51.02,IGHJ3,
ENSG00000280092,41.59,AC002044.3,
ENSG00000011478,52.54,QPCTL,54814
ENSG00000237547,68.33,IGHJ2P,
ENSG00000272330,28.48,AC002044.1,
ENSG00000135452,51.31,TSPAN31,6302
ENSG00000211904,59.62,IGHJ2,
ENSG00000279591,51.96,AC002044.2,
ENSG00000271009,35.86,AC116667.1,
ENSG00000211905,63.46,IGHJ1,
ENSG00000260880,46.64,HCCAT5,283902
ENSG00000236597,54.55,IGHD7-27,
ENSG00000227335,70.91,IGHJ1P,
ENSG00000211907,50.00,IGHD1-26,
ENSG00000225825,61.11,IGHD6-25,
ENSG00000284675,44.61,AC116667.2,
ENSG00000211909,40.00,IGHD5-24,
ENSG00000177051,51.45,FBXO46,23403
ENSG00000261227,47.96,AC140912.1,
ENSG00000227196,52.63,IGHD4-23,
ENSG00000211911,29.03,IGHD3-22,
ENSG00000279120,35.03,AC009033.1,
ENSG00000211912,46.43,IGHD2-21,
ENSG00000279407,47.91,AC007191.1,
ENSG00000258779,43.25,LINC01568,100506172
ENSG00000229332,43.77,PGBD4P8,
ENSG00000244620,63.07,AC246787.2,
ENSG00000238242,37.41,LINC02778,
ENSG00000237452,51.17,MEIOSIN,388553
ENSG00000237020,47.06,IGHD1-20,
ENSG00000226476,37.38,LINC01748,105378763
ENSG00000211914,57.14,IGHD6-19,
ENSG00000177045,67.68,SIX5,147912
ENSG00000287702,35.85,AC002057.2,
ENSG00000211915,45.00,IGHD5-18,
ENSG00000227800,50.00,IGHD4-17,
ENSG00000227249,40.46,AC000374.1,
ENSG00000211917,37.84,IGHD3-16,
ENSG00000135446,53.24,CDK4,1019
ENSG00000287568,38.31,AC002057.1,
ENSG00000211918,48.39,IGHD2-15,
ENSG00000259605,67.82,AC074212.1,
ENSG00000224981,37.71,AC000367.1,
ENSG00000227108,52.94,IGHD1-14,
ENSG00000230820,44.09,AC000362.1,
ENSG00000267395,67.02,DM1-AS,109729182
ENSG00000211920,57.14,IGHD6-13,
ENSG00000207692,45.36,MIR592,693177
ENSG00000236340,41.49,GRM8-AS1,101928333
ENSG00000211921,43.48,IGHD5-12,
ENSG00000232543,37.50,IGHD4-11,
ENSG00000236105,41.27,PRELID3BP10,
ENSG00000104936,59.05,DMPK,1760
ENSG00000211923,35.48,IGHD3-10,
ENSG00000149357,47.92,LAMTOR1,55004
ENSG00000048405,37.80,ZNF800,168850
ENSG00000211924,25.81,IGHD3-9,
ENSG00000211925,35.48,IGHD2-8,
ENSG00000237197,41.18,IGHD1-7,
ENSG00000228131,55.56,IGHD6-6,
ENSG00000211928,45.00,IGHD5-5,
ENSG00000260848,43.10,AC092114.1,
ENSG00000233655,37.50,IGHD4-4,
ENSG00000211930,32.26,IGHD3-3,
ENSG00000283457,43.89,AC087565.2,
ENSG00000211931,45.16,IGHD2-2,
ENSG00000231252,39.56,AC099792.1,101926964
ENSG00000226777,55.93,FAM30A,9834
ENSG00000259817,41.63,AC087565.1,
ENSG00000284670,48.47,RPSAP56,
ENSG00000261404,39.74,AC138627.1,101928035
ENSG00000236170,52.94,IGHD1-1,
ENSG00000211933,54.02,IGHV6-1,
ENSG00000145088,36.14,EAF2,55840
ENSG00000279420,38.27,AC138627.2,
ENSG00000162599,40.05,NFIA,4774
ENSG00000279100,39.49,AC009120.6,
ENSG00000284844,53.11,AP000812.3,
ENSG00000260471,48.10,PPIAP49,
ENSG00000254279,64.44,IGHVII-1-1,
ENSG00000261248,43.90,AC009120.4,
ENSG00000271968,48.33,ADAM6,8755
ENSG00000275236,38.42,AC009120.5,
ENSG00000225200,53.27,AC246787.1,
ENSG00000110200,52.32,ANAPC15,25906
ENSG00000211934,56.37,IGHV1-2,
ENSG00000103035,43.43,PSMD7,5713
ENSG00000253780,44.33,IGHVIII-2-1,
ENSG00000211935,56.04,IGHV1-3,
ENSG00000241651,49.58,AC099340.1,
ENSG00000276775,57.11,IGHV4-4,
ENSG00000248394,62.38,FOSL1P1,
ENSG00000283621,47.69,MIR6759,102466729
ENSG00000139266,55.49,MARCHF9,92979
ENSG00000282122,55.76,IGHV7-4-1,
ENSG00000211937,53.88,IGHV2-5,
ENSG00000164040,38.64,PGRMC2,10424
ENSG00000111012,53.92,CYP27B1,1594
ENSG00000253387,41.41,IGHVIII-5-1,
ENSG00000163406,39.94,SLC15A2,6565
ENSG00000254053,48.28,IGHVIII-5-2,
ENSG00000253763,49.56,IGHV3-6,
ENSG00000211938,52.72,IGHV3-7,
ENSG00000282639,50.22,IGHV3-64D,
ENSG00000282651,56.59,IGHV5-10-1,
ENSG00000279265,39.48,AC000123.2,
ENSG00000211941,51.93,IGHV3-11,
ENSG00000224138,39.61,AC000123.1,
ENSG00000280347,37.71,AC000123.3,
ENSG00000259972,47.73,AC009120.2,
ENSG00000197043,48.97,ANXA6,309
ENSG00000226770,37.47,AC000124.1,100506682
ENSG00000254215,49.06,IGHVIII-11-1,
ENSG00000254174,57.24,IGHV1-12,
ENSG00000211942,51.59,IGHV3-13,
ENSG00000253412,40.55,IGHVIII-13-1,
ENSG00000179562,52.06,GCC1,79571
ENSG00000253709,52.70,IGHV1-14,
ENSG00000251432,40.23,LINC02615,100507487
ENSG00000239763,50.13,AC009120.1,
ENSG00000211943,50.56,IGHV3-15,
ENSG00000260884,46.52,AC009120.3,
ENSG00000214331,46.88,AC009053.1,
ENSG00000253458,51.36,IGHVII-15-1,
ENSG00000211944,51.52,IGHV3-16,
ENSG00000037897,52.12,METTL1,4234
ENSG00000283948,45.39,IGHVIII-16-1,
ENSG00000273077,48.73,AC110609.1,
ENSG00000254046,53.94,IGHV1-17,
ENSG00000248187,41.05,AC078850.1,
ENSG00000273894,44.10,SLC20A1P2,
ENSG00000004059,56.14,ARF5,381
ENSG00000248802,44.01,AC078850.2,
ENSG00000211945,56.48,IGHV1-18,
ENSG00000280711,43.35,JADRR,
ENSG00000253883,55.33,IGHV3-19,
ENSG00000271201,46.22,AC247036.1,
ENSG00000077684,44.20,JADE1,79960
ENSG00000211946,52.32,IGHV3-20,
ENSG00000211947,52.17,IGHV3-21,
ENSG00000253957,49.13,IGHV3-22,
