Gene_stable_ID,Gene_name,Gene end (bp),Gene start (bp),Gene_length
ENSG00000255127,,92931322,92914603,16719
ENSG00000176681,LRRC37A,46337794,46292733,45061
ENSG00000198218,QRICH1,49094363,49029707,64656
ENSG00000255287,SNRPGP16,92937666,92937441,225
ENSG00000254874,,92966603,92965797,806
ENSG00000160888,IER2,13154911,13150411,4500
ENSG00000134640,MTNR1B,92985066,92969651,15415
ENSG00000287296,,13152913,13152252,661
ENSG00000267598,,13154193,13153071,1122
ENSG00000213253,RPL12P42,13158788,13157959,829
ENSG00000242807,RPL26P31,93052827,93052395,432
ENSG00000278892,,93072031,93071529,502
ENSG00000279304,,93134164,93133855,309
ENSG00000260520,,71517849,71513863,3986
ENSG00000180773,SLC36A4,93197991,93144174,53817
ENSG00000111481,COPZ1,54351846,54301202,50644
ENSG00000140835,CHST4,71538748,71525233,13515
ENSG00000260015,,71541825,71539834,1991
ENSG00000252339,RNU6-1061P,71563528,71563430,98
ENSG00000260886,TAT-AS1,71578187,71564952,13235
ENSG00000141837,CACNA1A,13633025,13206442,426583
ENSG00000198650,TAT,71577092,71565660,11432
ENSG00000250582,SMAD1-AS2,145502971,145497073,5898
ENSG00000250902,SMAD1-AS1,145517118,145514615,2503
ENSG00000249245,NCOA4P3,145626035,145624159,1876
ENSG00000248356,,145650624,145642336,8288
ENSG00000237136,C4orf51,145771032,145680146,90886
ENSG00000151611,MMAA,145660033,145599042,60991
ENSG00000241461,RN7SL182P,49083532,49083233,299
ENSG00000260593,,71626816,71623708,3108
ENSG00000172053,QARS1,49105130,49095932,9198
ENSG00000265411,RN7SL656P,46319959,46319679,280
ENSG00000140832,MARVELD3,71642114,71626161,15953
ENSG00000260075,NSFP1,46487141,46372855,114286
ENSG00000255445,,93152750,93152075,675
ENSG00000280379,,93171906,93171134,772
ENSG00000279269,,93207583,93206990,593
ENSG00000040199,PHLPP2,71724701,71637835,86866
ENSG00000233737,,93221630,93221486,144
ENSG00000165323,FAT3,92896473,92224818,671655
ENSG00000266497,RDM1P2,46509339,46503946,5393
ENSG00000225793,TMEM30A-DT,75317525,75285014,32511
ENSG00000185829,ARL17A,46579691,46516702,62989
ENSG00000203489,HMGB1P39,75319980,75319101,879
ENSG00000237174,,75399300,75357214,42086
ENSG00000205403,CFI,109801999,109740694,61305
ENSG00000238156,,75458900,75454944,3956
ENSG00000228982,,247086067,247085389,678
ENSG00000221332,U3,75399067,75398860,207
ENSG00000273175,,244865272,244864738,534
ENSG00000263533,MIR4463,75428473,75428407,66
ENSG00000235096,,246035603,246025897,9706
ENSG00000217680,UBE2V1P15,75465570,75465123,447
ENSG00000201291,RNU1-34P,75473894,75473738,156
ENSG00000237250,,237928321,237862175,66146
ENSG00000146197,SCUBE3,35253079,35213956,39123
ENSG00000272374,,35224630,35220370,4260
ENSG00000265315,RN7SL199P,46537814,46537534,280
ENSG00000232300,FAM215B,46562795,46558830,3965
ENSG00000263934,SNORD3A,19188714,19188016,698
ENSG00000007341,ST7L,112620825,112523514,97311
ENSG00000264940,SNORD3C,19190245,19189665,580
ENSG00000065029,ZNF76,35295985,35258909,37076
ENSG00000145242,EPHA5,65670495,65319563,350932
ENSG00000236022,,19214045,19203825,10220
ENSG00000263206,KYNUP3,19211359,19208584,2775
ENSG00000072134,EPN2,19336715,19215615,121100
ENSG00000196611,MMP1,102798160,102789401,8759
ENSG00000155508,CNOT8,154876792,154857553,19239
ENSG00000140548,ZNF710,90082206,90001324,80882
ENSG00000265871,MIR3174,90006841,90006755,86
ENSG00000273691,,90026003,90024955,1048
ENSG00000259291,ZNF710-AS1,90082207,90074512,7695
ENSG00000242353,RPL12P30,30368646,30368148,498
ENSG00000276376,U7,90076486,90076424,62
ENSG00000255480,,30429268,30425552,3716
ENSG00000254489,MPPED2-AS1,30632583,30584130,48453
ENSG00000182054,IDH2,90102477,90083045,19432
ENSG00000066382,MPPED2,30586872,30384493,202379
ENSG00000137460,FHDC1,152979671,152936323,43348
ENSG00000207381,RNU6-950P,54317887,54317781,106
ENSG00000199122,MIR148B,54337314,54337216,98
ENSG00000264028,RN7SL744P,54344876,54344610,266
ENSG00000129187,DCTD,182917936,182890060,27876
ENSG00000139572,GPR84,54364487,54362445,2042
ENSG00000111639,MRPL51,6493841,6491886,1955
ENSG00000260185,,71664212,71655027,9185
ENSG00000199301,RNU6-208P,71666197,71666091,106
ENSG00000263666,SNORA70D,71698701,71698567,134
ENSG00000261513,,71724230,71723180,1050
ENSG00000260612,,71727992,71726975,1017
ENSG00000239481,RPS3AP41,71670297,71669520,777
ENSG00000248671,ALG1L9P,71818238,71673885,144353
ENSG00000166747,AP1G1,71809201,71729000,80201
ENSG00000252238,,4827084,4827001,83
ENSG00000207086,Y_RNA,9615373,9615267,106
ENSG00000207192,RNU6-649P,4945383,4945277,106
ENSG00000200034,RNU4-73P,9740783,9740643,140
ENSG00000283394,MIR7515,6650439,6650373,66
ENSG00000239053,RNU7-138P,10744249,10744186,63
ENSG00000238962,RNU7-176P,10815546,10815485,61
ENSG00000201610,RNA5SP84,11517503,11517397,106
ENSG00000264010,MIR4429,11540677,11540605,72
ENSG00000251718,RNU2-13P,11561306,11561194,112
ENSG00000239899,RN7SL674P,11585047,11584773,274
ENSG00000221255,RNU6ATAC37P,7576971,7576841,130
ENSG00000285626,5S_rRNA,11561779,11561661,118
ENSG00000254805,SNRPCP14,71690657,71690453,204
ENSG00000277446,Metazoa_SRP,10691831,10691538,293
ENSG00000237261,Metazoa_SRP,14531223,14530941,282
ENSG00000254972,,71705404,71701268,4136
ENSG00000251704,,16199295,16199203,92
ENSG00000238371,,15903772,15903669,103
ENSG00000255319,ENPP7P8,71781183,71711740,69443
ENSG00000243541,RN7SL104P,15950981,15950689,292
ENSG00000222842,RN7SKP168,17123140,17122841,299
ENSG00000202160,RNU5E-7P,15865051,15864935,116
ENSG00000265056,MIR548S,11767525,11767444,81
ENSG00000276733,MIR7158,5974732,5974662,70
ENSG00000266059,RN7SL140P,20175639,20175346,293
ENSG00000251859,RNU6-1288P,14274725,14274622,103
ENSG00000285933,,71747051,71745331,1720
ENSG00000212455,,18040733,18040606,127
ENSG00000259685,IDH2-DT,90138016,90102649,35367
ENSG00000171053,PATE1,125749867,125746279,3588
ENSG00000200763,RNU6-961P,20175909,20175805,104
ENSG00000279980,GABARAPL3,90349437,90347587,1850
ENSG00000223145,RN7SKP112,7141544,7141227,317
ENSG00000238244,GABARAPL3,90349197,90348844,353
ENSG00000222616,RN7SKP27,22861884,22861552,332
ENSG00000207170,RNU6-1215P,18583468,18583367,101
ENSG00000265172,MIR4262,11836986,11836933,53
ENSG00000238503,SNORD18,12030372,12030303,69
ENSG00000264089,MIR3681,12199201,12199130,71
ENSG00000266738,MIR4757,19348505,19348429,76
ENSG00000207183,RNU6-843P,12411501,12411398,103
ENSG00000196391,ZNF774,90369146,90352284,16862
ENSG00000202430,RNA5SP88,24564738,24564630,108
ENSG00000264370,MIR3125,12737444,12737367,77
ENSG00000264192,RN7SL117P,21923288,21922993,295
ENSG00000206882,RNA5SP87,22339003,22338886,117
ENSG00000243847,RN7SL610P,23997085,23996795,290
ENSG00000217004,,35279819,35279177,642
ENSG00000222232,RNA5SP89,28684083,28683976,107
ENSG00000251805,,24273741,24273614,127
ENSG00000023892,DEF6,35321771,35297818,23953
ENSG00000265321,MIR4263,27996449,27996367,82
ENSG00000277035,,28134585,28134408,177
ENSG00000200283,Y_RNA,28972521,28972414,107
ENSG00000206731,,27642169,27642043,126
ENSG00000010292,NCAPD2,6531955,6493356,38599
ENSG00000207187,SNORA10B,30187566,30187434,132
ENSG00000206951,Y_RNA,32945451,32945339,112
ENSG00000222940,RNU6-370P,24045938,24045835,103
ENSG00000265057,MIR4765,32635331,32635255,76
ENSG00000207653,MIR558,32532246,32532153,93
ENSG00000201671,RNA5SP90,31228410,31228312,98
ENSG00000283591,MIR4430,33418564,33418516,48
ENSG00000207218,Y_RNA,41857372,41857271,101
ENSG00000196844,PATE2,125778828,125776113,2715
ENSG00000207255,RNU6-1117P,35471708,35471605,103
ENSG00000252473,,39283791,39283657,134
ENSG00000265301,MIR548AD,35471486,35471405,81
ENSG00000264352,RN7SL602P,34809556,34809233,323
ENSG00000252756,RNU6-577P,36867495,36867398,97
ENSG00000223245,RNU4-63P,41871388,41871271,117
ENSG00000239396,RN7SL414P,45569492,45569199,293
ENSG00000212204,RNA5SP91,33285887,33285769,118
ENSG00000252246,RNA5SP92,33333007,33332898,109
ENSG00000242699,RN7SL516P,29681323,29681027,296
ENSG00000273913,Metazoa_SRP,42511851,42511570,281
ENSG00000200550,RNU6-137P,42712847,42712740,107
ENSG00000259262,NDUFA3P4,90386063,90385814,249
ENSG00000199603,RNU6-951P,38147521,38147415,106
ENSG00000278764,Metazoa_SRP,46266971,46266690,281
ENSG00000221300,,42440436,42440377,59
ENSG00000207411,Y_RNA,43620984,43620878,106
ENSG00000251889,RNU4-49P,48340826,48340687,139
ENSG00000140575,IQGAP1,90502239,90388242,113997
ENSG00000202344,RN7SKP208,55952014,55951654,360
ENSG00000274520,,44932406,44932320,86
ENSG00000242158,RN7SL361P,60641002,60640705,297
ENSG00000212175,,55565850,55565703,147
ENSG00000207548,MIR217,55983076,55982967,109
ENSG00000236027,PATE3,125791600,125788127,3473
ENSG00000277311,,44934271,44934055,216
ENSG00000207798,MIR216A,55989059,55988950,109
ENSG00000211520,MIR216B,56000795,56000714,81
ENSG00000266078,MIR4432,60387445,60387362,83
ENSG00000199395,RNA5SP93,56235330,56235217,113
ENSG00000200807,RNU1-32P,60384763,60384605,158
ENSG00000276229,,44935368,44935294,74
ENSG00000277809,,44935908,44935585,323
ENSG00000276048,,44937696,44937426,270
ENSG00000237353,PATE4,125840072,125833316,6756
ENSG00000252507,RNU7-81P,54850352,54850289,63
ENSG00000112033,PPARD,35428191,35342558,85633
ENSG00000274547,,44939028,44938833,195
ENSG00000200101,RNU6-508P,59647723,59647621,102
ENSG00000222251,RNA5SP95,60998888,60998752,136
ENSG00000239189,RNU6-634P,55500055,55499950,105
ENSG00000238493,RNU6-221P,55456204,55456106,98
ENSG00000200086,RNU6-433P,55014521,55014418,103
ENSG00000252726,RNA5SP94,59694869,59694762,107
ENSG00000266097,MIR5192,62205917,62205826,91
ENSG00000241625,RN7SL18P,62491468,62491178,290
ENSG00000212168,,57544599,57544535,64
ENSG00000283636,Metazoa_SRP,63168847,63168600,247
ENSG00000264994,SNORD92,28913748,28913664,84
ENSG00000202227,RNU6-282P,48502024,48501922,102
ENSG00000265145,SNORD53,28927144,28927067,77
ENSG00000222224,Y_RNA,28927340,28927243,97
ENSG00000252934,RNU7-172P,54167007,54166944,63
ENSG00000260209,,125874528,125873031,1497
ENSG00000265706,SNORD53B,28928060,28927983,77
ENSG00000251942,,53470629,53470447,182
ENSG00000199964,Y_RNA,64834157,64834056,101
ENSG00000198331,HYLS1,125900646,125883614,17032
ENSG00000275588,RN7SL341P,64817675,64817378,297
ENSG00000207456,RNU6-997P,53570480,53570374,106
ENSG00000222685,RN7SKP119,47359777,47359505,272
ENSG00000265452,MIR3682,53849205,53849122,83
ENSG00000207923,MIR559,47377770,47377675,95
ENSG00000277396,Metazoa_SRP,47383421,47383160,261
ENSG00000278523,Y_RNA,61928704,61928634,70
ENSG00000252718,RNU6-612P,60719741,60719640,101
ENSG00000272025,SNORA74,65158860,65158662,198
ENSG00000239958,RN7SL51P,62262671,62262387,284
ENSG00000201076,RNU4-51P,60911442,60911303,139
ENSG00000137473,TTC29,146945882,146706617,239265
ENSG00000264975,MIR4431,52702615,52702522,93
ENSG00000252436,Y_RNA,62726740,62726636,104
ENSG00000202195,Y_RNA,52298096,52297995,101
ENSG00000212036,MIR548BA,49059658,49059603,55
ENSG00000252804,RNU6-958P,43408412,43408307,105
ENSG00000206915,RNU6-439P,49233899,49233794,105
ENSG00000264071,RN7SL531P,43492313,43492032,281
ENSG00000200779,RNU6-105P,71379858,71379755,103
ENSG00000221638,U3,75628168,75627950,218
ENSG00000283204,MIR4434,64525565,64525513,52
ENSG00000110060,PUS3,125903221,125893485,9736
ENSG00000238410,,75489710,75489576,134
ENSG00000252414,RNU6-100P,64578997,64578892,105
ENSG00000264525,MIR4778,66358328,66358249,79
ENSG00000200028,RNA5SP98,76773045,76772909,136
ENSG00000200488,RN7SKP203,76445410,76445079,331
ENSG00000263909,MIR5000,75090914,75090812,102
ENSG00000222536,RNU2-39P,72722003,72721806,197
ENSG00000202423,RNU6-827P,78882552,78882447,105
ENSG00000242118,RN7SL201P,81967374,81967079,295
ENSG00000244534,RN7SL211P,64907138,64906863,275
ENSG00000252897,RNU6-685P,82268706,82268612,94
ENSG00000200048,RNU6-812P,78882734,78882628,106
ENSG00000212378,,72760602,72760534,68
ENSG00000252892,RNU6-548P,64994860,64994746,114
ENSG00000239143,Y_RNA,85332996,85332895,101
ENSG00000201311,Y_RNA,82307168,82307067,101
ENSG00000241524,RN7SL632P,60831929,60831664,265
ENSG00000201010,RN7SKP224,48217899,48217575,324
ENSG00000200701,RNU6-674P,85205032,85204926,106
ENSG00000251947,RN7SKP164,76595678,76595413,265
ENSG00000277764,,70900351,70900155,196
ENSG00000200890,RNA5SP99,81496327,81496214,113
ENSG00000199295,RNU6-1312P,83657842,83657735,107
ENSG00000278783,MIR6071,85783677,85783600,77
ENSG00000207207,Y_RNA,85434619,85434507,112
ENSG00000265507,MIR4435-1,87629834,87629755,79
ENSG00000241159,RN7SL160P,70965867,70965584,283
ENSG00000255027,,125938916,125903247,35669
ENSG00000265003,MIR4780,88082599,88082519,80
ENSG00000200563,RNU6-640P,86515308,86515204,104
ENSG00000264793,MIR4771-1,87194859,87194786,73
ENSG00000222835,RNA5SP100,91674966,91674857,109
ENSG00000212140,RNU6-1320P,94846639,94846533,106
ENSG00000276670,,44940245,44940045,200
ENSG00000238619,RNU6-775P,55451099,55451004,95
ENSG00000202382,Y_RNA,85367686,85367585,101
ENSG00000109832,DDX25,125943702,125903348,40354
ENSG00000278590,RN7SL113P,85368580,85368282,298
ENSG00000276281,RN7SL126P,85567960,85567662,298
ENSG00000199687,RNU1-38P,85728337,85728194,143
ENSG00000199936,Y_RNA,85460252,85460144,108
ENSG00000277591,RN7SL575P,95003843,95003545,298
ENSG00000275961,RN7SL210P,96004850,96004563,287
ENSG00000275655,RN7SL313P,97100874,97100587,287
ENSG00000244399,RN7SL251P,85442791,85442495,296
ENSG00000264857,MIR5696,101309534,101309450,84
ENSG00000201070,RNU4-84P,98782548,98782410,138
ENSG00000222724,RNU2-63P,88016547,88016354,193
ENSG00000252845,RNA5SP101,96956815,96956708,107
ENSG00000281856,,19222527,19219143,3384
ENSG00000238719,RNU7-96P,97913117,97913054,63
ENSG00000207249,SNORA72,104733362,104733234,128
ENSG00000212283,SNORD89,101273049,101272936,113
ENSG00000273515,,103953284,103953098,186
ENSG00000235397,EPN2-AS1,19306261,19296596,9665
ENSG00000207087,RNU6-242P,43091494,43091388,106
ENSG00000222923,RNU2-41P,114420302,114420125,177
ENSG00000264934,MIR4265,109141588,109141490,98
ENSG00000265965,MIR4266,109313625,109313571,54
ENSG00000221540,MIR1180,19344574,19344506,68
ENSG00000277628,Metazoa_SRP,109124609,109124357,252
ENSG00000286799,,19370236,19362760,7476
ENSG00000221055,MIR1302-3,113583096,113582959,137
ENSG00000264833,RN7SL468P,119170115,119169822,293
ENSG00000207383,Y_RNA,112579584,112579484,100
ENSG00000238830,RNU7-46P,98840736,98840675,61
ENSG00000166484,MAPK7,19383544,19377721,5823
ENSG00000266063,MIR4771-2,111771134,111771061,73
ENSG00000202427,RNU6-744P,113681217,113681111,106
ENSG00000206726,RNU6-259P,124989325,124989219,106
ENSG00000201805,RNU6-1180P,113086911,113086805,106
ENSG00000179010,MRFAP1,6642745,6640091,2654
ENSG00000212182,U3,114005655,114005440,215
ENSG00000243029,RN7SL635P,65545696,65545401,295
ENSG00000239185,RNU7-190P,117139775,117139715,60
ENSG00000202046,Y_RNA,120192357,120192245,112
ENSG00000227154,MKRN6P,35449847,35443044,6803
ENSG00000206963,RNU6-675P,126702942,126702839,103
ENSG00000265429,MIR4782,113721368,113721290,78
ENSG00000243510,RN7SL111P,118016669,118016385,284
ENSG00000266139,MIR4435-2,111321086,111321013,73
ENSG00000112039,FANCE,35467102,35452338,14764
ENSG00000251900,VTRNA2-2P,65555534,65555432,102
ENSG00000252742,Y_RNA,128350927,128350829,98
ENSG00000238788,RNU7-182P,127017482,127017421,61
ENSG00000223118,RN7SKP102,123869570,123869256,314
ENSG00000252674,RNA5SP102,124933020,124932915,105
ENSG00000201806,RNU4-8P,97664731,97664591,140
ENSG00000240183,RN7SL297P,111930467,111930175,292
ENSG00000200432,Y_RNA,128067901,128067800,101
ENSG00000263813,MIR3679,134127192,134127125,67
ENSG00000251956,RNU6-617P,131602896,131602790,106
ENSG00000251976,RN7SKP141,136390669,136390332,337
ENSG00000238379,RNA5SP103,128445198,128445081,117
ENSG00000222394,Y_RNA,137715440,137715332,108
ENSG00000274711,Metazoa_SRP,130517312,130517049,263
ENSG00000251973,RNU6-473P,130497849,130497743,106
ENSG00000109475,RPL34,108630412,108620569,9843
ENSG00000263783,MIR5590,134857873,134857820,53
ENSG00000222921,RNA5SP104,134231312,134231195,117
ENSG00000222826,RN7SKP286,138863895,138863597,298
ENSG00000208308,SNORA40B,135136755,135136628,127
ENSG00000206901,SNORA72,139511555,139511424,131
ENSG00000200718,RN7SKP103,132523936,132523617,319
ENSG00000200287,Y_RNA,143897361,143897263,98
ENSG00000283506,MIR7157,140586685,140586626,59
ENSG00000201892,Y_RNA,140992659,140992543,116
ENSG00000252015,RNU6-904P,141167357,141167257,100
ENSG00000207225,RNU6-692P,147408448,147408342,106
ENSG00000198755,RPL10A,35470785,35468401,2384
ENSG00000277306,,140234923,140234737,186
ENSG00000207161,Y_RNA,147472243,147472133,110
ENSG00000200250,RNU6-1147P,127316979,127316873,106
ENSG00000252688,RNU6-579P,133333930,133333829,101
ENSG00000222068,RN7SKP154,133391398,133391109,289
ENSG00000251905,RNU7-2P,146145217,146145156,61
ENSG00000206718,RNU6-546P,155330527,155330421,106
ENSG00000200377,,153446883,153446813,70
ENSG00000253083,RNA5SP106,147713554,147713455,99
ENSG00000223197,RNU6-1001P,155089538,155089439,99
ENSG00000222404,RN7SKP281,157299158,157298807,351
ENSG00000276706,,144705419,144705217,202
ENSG00000223290,RNA5SP107,154590528,154590407,121
ENSG00000244372,RN7SL423P,160877850,160877547,303
ENSG00000200708,RN7SKP93,133596399,133596091,308
ENSG00000202029,RNU6-580P,159027142,159027036,106
ENSG00000199884,Y_RNA,152284460,152284350,110
ENSG00000238570,,161558646,161558544,102
ENSG00000271924,RNA5SP108,161409670,161409554,116
ENSG00000200902,RNU6-627P,163289096,163288995,101
ENSG00000240977,RN7SL283P,139982986,139982684,302
ENSG00000243723,RN7SL393P,158447461,158447166,295
ENSG00000212410,RNU6-932P,157985894,157985789,105
ENSG00000275141,MIR6888,159186901,159186835,66
ENSG00000202074,RNU6-715P,147495540,147495438,102
ENSG00000207117,Y_RNA,159536346,159536244,102
ENSG00000238357,RNU7-148P,167631541,167631480,61
ENSG00000212425,RNA5SP105,137512210,137512098,112
ENSG00000276712,MIR7111,35470579,35470508,71
ENSG00000252779,RNU6-182P,171856670,171856566,104
ENSG00000200121,Y_RNA,175176586,175176493,93
ENSG00000241074,RN7SL813P,168451606,168451324,282
ENSG00000007866,TEAD3,35497079,35473597,23482
ENSG00000158985,CDC42SE2,131398447,131245493,152954
ENSG00000221498,,183064346,183064235,111
ENSG00000222418,RNA5SP113,182048905,182048822,83
ENSG00000199866,Y_RNA,172558252,172558151,101
ENSG00000239041,,172691402,172691299,103
ENSG00000283734,MIR4785,160407882,160407810,72
ENSG00000222509,Y_RNA,170783271,170783167,104
ENSG00000215973,MIR933,175167709,175167633,76
ENSG00000266705,MIR4437,181305652,181305593,59
ENSG00000266808,MIR548AE1,184379044,184378975,69
ENSG00000223096,RNU5E-9P,178142651,178142548,103
ENSG00000277948,,175092587,175092401,186
ENSG00000264725,MIR3129,189133111,189133036,75
ENSG00000201813,RNU6-915P,195670474,195670372,102
ENSG00000200650,RNA5SP114,188276844,188276732,112
ENSG00000222845,RN7SKP42,187122861,187122562,299
ENSG00000207951,MIR561,188297588,188297492,96
ENSG00000199626,RNU6-989P,187270804,187270698,106
ENSG00000252517,,194664174,194664107,67
ENSG00000206866,RNU6-187P,176930090,176929985,105
ENSG00000252130,RNU6-1045P,191371044,191370938,106
ENSG00000212167,RNU6-763P,175022319,175022214,105
ENSG00000201649,RNY4P34,200373269,200373175,94
ENSG00000164074,ABHD18,128039953,127965306,74647
ENSG00000283203,MIR1246,176601052,176600980,72
ENSG00000252027,RNU6ATAC14P,176664766,176664676,90
ENSG00000206788,RNU6-629P,178039004,178038902,102
ENSG00000276200,RN7SL820P,196289707,196289409,298
ENSG00000264275,RN7SL753P,202333728,202333439,289
ENSG00000280636,,179934538,179934401,137
ENSG00000212534,SNORD70,202276518,202276431,87
ENSG00000271852,SNORD11B,202291421,202291332,89
ENSG00000202216,,179934527,179934402,125
ENSG00000207319,Y_RNA,206701185,206701065,120
ENSG00000134369,NAV1,201826969,201622885,204084
ENSG00000277502,,206161024,206160843,181
ENSG00000222496,RN7SKP200,206221634,206221315,319
ENSG00000242121,RN7SL267P,182314544,182314284,260
ENSG00000238317,SNORD11,202293134,202293051,83
ENSG00000252716,RN7SKP260,206260214,206260066,148
ENSG00000207406,SNORA41,206162359,206162228,131
ENSG00000199251,RNU6-664P,207680639,207680533,106
ENSG00000265694,MIR4774,168583018,168582943,75
ENSG00000212309,SNORD70B,202278192,202278108,84
ENSG00000201875,RN7SKP178,205900958,205900630,328
ENSG00000199348,RNU6-766P,168606496,168606390,106
ENSG00000202164,RNA5SP117,208920664,208920547,117
ENSG00000238698,RNU7-147P,199191120,199191059,61
ENSG00000276123,Metazoa_SRP,194658675,194658376,299
ENSG00000222317,RNA5SP118,209722021,209721913,108
ENSG00000266354,MIR4776-1,212926336,212926257,79
ENSG00000265734,MIR4438,213758159,213758067,92
ENSG00000284079,MIR4775,207754881,207754807,74
ENSG00000221240,MIR1258,179860908,179860836,72
ENSG00000283637,MIR4776-2,212926336,212926257,79
ENSG00000281780,snoZ196,206161929,206161841,88
ENSG00000238542,RNU7-104P,178831449,178831371,78
ENSG00000239002,SCARNA10,6510551,6510222,329
ENSG00000207047,SNORD51,206161957,206161878,79
ENSG00000276232,,6510522,6510275,247
ENSG00000199203,Y_RNA,210266074,210265963,111
ENSG00000255966,,6533498,6532290,1208
ENSG00000201737,RNU1-133P,200775750,200775584,166
ENSG00000164266,SPINK1,147831671,147824572,7099
ENSG00000199827,RNU6-1290P,175029877,175029769,108
ENSG00000212581,U8,185661906,185661774,132
ENSG00000275414,,170690742,170690564,178
ENSG00000111640,GAPDH,6538374,6534512,3862
ENSG00000253008,MIR2355,207110073,207109987,86
ENSG00000242696,RN7SL40P,202357417,202357076,341
ENSG00000222832,RNA5SP120,216793600,216793489,111
ENSG00000277590,MIR7845,207166498,207166400,98
ENSG00000221628,MIR1302-4,207269424,207269275,149
ENSG00000278524,MIR6810,218341980,218341911,69
ENSG00000284173,MIR6513,218280188,218280125,63
ENSG00000222300,RNU2-21P,158935985,158935798,187
ENSG00000251941,RNA5SP116,208054258,208054161,97
ENSG00000200764,Y_RNA,207688059,207687960,99
ENSG00000206970,RNU6-474P,203782143,203782037,106
ENSG00000202141,Y_RNA,183022971,183022859,112
ENSG00000278406,,192776073,192775943,130
ENSG00000252485,Vault,206007974,206007880,94
ENSG00000207274,SNORA70I,214847081,214846947,134
ENSG00000243125,RN7SL807P,223248794,223248498,296
ENSG00000138756,BMP2K,78916365,78776342,140023
ENSG00000207386,Y_RNA,206025697,206025593,104
ENSG00000199121,MIR26B,218402722,218402646,76
ENSG00000200281,RNU6-624P,228169849,228169743,106
ENSG00000266518,MIR4268,219906565,219906502,63
ENSG00000263363,MIR5702,226658793,226658710,83
ENSG00000199791,RNU6-451P,230587227,230587121,106
ENSG00000050748,MAPK9,180292099,180233143,58956
ENSG00000283469,MIR3130-1,206783308,206783234,74
ENSG00000263468,MIR3130-2,206783308,206783234,74
ENSG00000199585,RNA5SP119,211535769,211535653,116
ENSG00000221782,MIR548F2,212426360,212426263,97
ENSG00000253006,RN7SKP283,229236609,229236340,269
ENSG00000212246,RNU6-360P,208019741,208019638,103
ENSG00000243650,RN7SL834P,230507386,230507101,285
ENSG00000238812,RNU7-127P,236037311,236037250,61
ENSG00000200745,RNU1-31P,236210548,236210373,175
ENSG00000264676,RN7SL204P,236072556,236072295,261
ENSG00000252010,SCARNA5,233276002,233275727,275
ENSG00000222449,RNU6-1140P,237563270,237563165,105
ENSG00000201044,RNU6-268P,230752247,230752141,106
ENSG00000251791,SCARNA6,233288940,233288676,264
ENSG00000201013,Y_RNA,233379955,233379843,112
ENSG00000207611,MIR149,240456089,240456001,88
ENSG00000166482,MFAP4,19387190,19383442,3748
ENSG00000263941,RN7SL32P,233205479,233205199,280
ENSG00000207303,Y_RNA,216351504,216351403,101
ENSG00000202341,RNU6-1051P,237015305,237015204,101
ENSG00000263752,MIR3133,241477982,241477905,77
ENSG00000207186,RNA5SP122,241585075,241584968,107
ENSG00000202016,RNU6-619P,222498398,222498291,107
ENSG00000202099,RNU6-234P,238412745,238412642,103
ENSG00000202206,RNU6-169P,195514142,195514036,106
ENSG00000207049,Y_RNA,236153172,236153071,101
ENSG00000112041,TULP1,35512896,35497874,15022
ENSG00000162975,KCNF1,10914225,10911934,2291
ENSG00000226080,RPL6P4,11102997,11102142,855
ENSG00000145063,,11132821,11105317,27504
ENSG00000150873,C2orf50,11151317,11133128,18189
ENSG00000153130,SCOC,140385728,140257286,128442
ENSG00000254790,,125941193,125940496,697
ENSG00000283703,VSIG10L2,125958647,125946056,12591
ENSG00000162976,SLC66A3,11178870,11155198,23672
ENSG00000254759,NAP1L1P1,126068601,126067539,1062
ENSG00000261257,,126102413,126100505,1908
ENSG00000287666,,126128081,126121889,6192
ENSG00000254833,,126176035,126160714,15321
ENSG00000254771,,126179698,126179497,201
ENSG00000165526,RPUSD4,126211692,126202096,9596
ENSG00000109689,STIM2,27025381,26857601,167780
ENSG00000259177,,90397881,90393490,4391
ENSG00000259212,,90596447,90595840,607
ENSG00000259314,,90614558,90604225,10333
ENSG00000287196,,19403872,19403283,589
ENSG00000285560,,90631755,90630535,1220
ENSG00000259746,HSPE1P3,90635033,90634725,308
ENSG00000128482,RNF112,19417276,19411125,6151
ENSG00000254694,,126209027,126208611,416
ENSG00000222067,RNU4-86P,126214478,126214260,218
ENSG00000166145,SPINT1,40858207,40844018,14189
ENSG00000166483,WEE1,9593457,9573670,19787
ENSG00000223224,SNORD71,71758487,71758402,85
ENSG00000283057,,71777834,71777603,231
ENSG00000262140,,71835932,71833787,2145
ENSG00000279592,,71860676,71859680,996
ENSG00000260326,PHBP21,52935635,52934813,822
ENSG00000260258,,52943464,52942139,1325
ENSG00000260939,,53011286,53010395,891
ENSG00000134318,ROCK2,11348330,11179759,168571
ENSG00000277639,,53052873,53035690,17183
ENSG00000261291,,53169450,53168522,928
ENSG00000280227,,53227694,53227146,548
ENSG00000261056,,53299792,53298224,1568
ENSG00000279589,,53311989,53310797,1192
ENSG00000238645,,53334664,53334562,102
ENSG00000202193,RNA5SP427,53337571,53337453,118
ENSG00000265126,,19413118,19411786,1332
ENSG00000235979,,19492991,19417769,75222
ENSG00000103546,SLC6A2,55707645,55655988,51657
ENSG00000227078,LINC02094,19424357,19419035,5322
ENSG00000283675,,19420342,19420279,63
ENSG00000189343,RPS2P46,19446852,19445970,882
